City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Mhango,97,TZ,1561677467,74,-2.75,33.92,65.07,3.44
Wairoa,0,NZ,1561677467,71,-39.04,177.43,48.99,4.0
Haradok,89,BY,1561677467,84,55.46,29.99,55.55,13.33
Chalmette,75,US,1561677467,74,29.94,-89.96,96.8,12.75
Katima Mulilo,0,NA,1561677468,55,-17.5,24.28,60.8,4.7
Baoqing,100,CN,1561677468,95,46.32,132.2,59.63,1.19
Umm Kaddadah,24,SD,1561677469,34,13.6,26.69,90.22,11.5
Yangambi,100,CD,1561677469,98,0.77,24.47,67.68,2.62
Zirc,0,HU,1561677469,59,47.26,17.87,66.2,9.17
Kimbe,65,PG,1561677470,71,-5.56,150.15,83.54,1.16
Kandalaksha,13,RU,1561677470,88,67.15,32.41,40.84,9.13
Aanekoski,0,FI,1561677470,66,62.6,25.73,50.0,10.29
Baykit,66,RU,1561677471,40,61.68,96.39,74.18,5.12
Atbasar,97,KZ,1561677471,76,51.81,68.36,49.75,8.57
Iskateley,100,RU,1561677471,76,67.68,53.15,53.1,6.02
Yasnyy,99,RU,1561677471,68,64.04,44.09,49.99,5.06
Kroya,0,ID,1561677472,70,-6.5,108.06,74.03,7.9
Camocim,26,BR,1561677472,88,-2.9,-40.84,74.97,6.13
Flin Flon,75,CA,1561677472,40,54.77,-101.88,71.6,10.29
Angoram,92,PG,1561677473,90,-4.06,144.07,79.29,2.37
Nobeoka,100,JP,1561677473,90,32.66,131.66,72.0,2.66
Begun,88,IN,1561677473,68,24.99,75.01,83.86,9.62
Jinchang,100,CN,1561677473,40,38.52,102.19,61.34,6.98
Koroni,0,GR,1561677474,88,36.8,21.96,79.0,5.26
Palma del Rio,0,ES,1561677474,60,37.7,-5.28,78.8,6.93
Tierra Blanca,43,MX,1561677474,79,18.45,-96.36,81.79,5.44
Pedasi,100,PA,1561677475,88,7.53,-80.03,77.09,2.55
Ovsyanka,81,RU,1561677475,43,53.58,126.91,70.45,3.67
Marovoay,20,MG,1561677476,73,-16.11,46.64,73.4,4.7
Lanigan,77,CA,1561677476,62,51.85,-105.03,71.03,9.84
Tevriz,3,RU,1561677476,89,57.51,72.4,46.76,2.84
Xiongzhou,54,CN,1561677477,94,32.34,118.83,84.0,4.47
Panaba,50,MX,1561677477,78,21.28,-88.27,82.19,13.56
Labytnangi,68,RU,1561677477,77,66.66,66.39,46.53,0.29
Biak,100,ID,1561677478,95,-0.91,122.88,65.47,4.94
Stromness,1,CA,1561677478,44,42.87,-79.55,84.2,4.7
Humaita,0,AR,1561677478,66,-24.93,-65.37,55.4,10.29
Bosanski Brod,75,BA,1561677479,100,45.14,17.99,66.2,5.82
Mundelein,90,US,1561677479,78,42.26,-88.0,91.4,17.22
Cedar City,1,US,1561677290,7,37.68,-113.06,84.2,18.34
Borba,39,BR,1561677480,73,-4.39,-59.59,79.49,1.95
Maracaibo,20,CO,1561677480,61,3.41,-75.78,82.4,13.87
Krasnyy Chikoy,100,RU,1561677481,97,50.36,108.75,53.17,8.08
Tymovskoye,52,RU,1561677481,43,50.85,142.66,67.3,1.99
Tual,75,ID,1561677185,84,-5.67,132.75,78.34,18.16
San Luis,74,AR,1561677481,39,-33.3,-66.34,50.36,6.02
Chilon,0,BO,1561677482,74,-18.0,-64.64,55.26,3.87
Valeni,98,RO,1561677482,84,46.59,28.06,66.67,12.35
Susangerd,0,IR,1561677482,34,31.56,48.19,93.2,4.7
Mangaldai,75,IN,1561677483,100,26.43,92.03,80.6,1.52
Bambanglipuro,90,ID,1561677483,75,-7.95,110.28,77.0,13.49
Auki,17,NG,1561677483,75,12.18,6.51,77.33,11.12
Shahrud,43,IR,1561677484,66,36.42,54.97,56.5,3.74
Taldom,100,RU,1561677484,97,56.73,37.53,54.72,15.95
Maple Creek,100,CA,1561677485,70,49.91,-109.46,70.56,16.51
Horta,20,BR,1561677485,65,-10.93,-37.66,80.6,10.29
Soe,40,EE,1561677485,93,57.91,26.05,53.6,6.93
Pahrump,1,US,1561677486,7,36.21,-115.98,99.0,16.11
Djenne,97,ML,1561677486,37,13.91,-4.55,90.67,7.11
Palanga,67,RO,1561677486,67,44.45,25.08,73.49,6.71
Inta,73,RU,1561677487,73,66.04,60.13,50.47,7.47
Manuk Mangkaw,62,PH,1561677487,77,4.8,119.85,84.53,10.76
Isla Vista,20,US,1561677488,64,34.41,-119.86,79.0,8.05
Sisimiut,91,GL,1561677488,85,66.94,-53.67,36.05,25.14
Nettuno,0,IT,1561677488,53,41.46,12.66,80.01,4.7
